query	target	taxid	taxname	taxlineage	fident	alnlen	tstart	tend	tlen	evalue	bits	qtmscore	rmsd
hydrolase_2090_AF3.cif	AF-A0A383BSS6-F1-model_v4	408172	marine metagenome	-_unclassified entries;-_unclassified sequences;-_metagenomes;-_ecological metagenomes;s_marine metagenome	0.320	153	5	151	151	2.789E-07	289	4.531E-01	2.508E+00
hydrolase_2090_AF3.cif	AF-A0A5B9QAJ8-F1-model_v4	1400387	Bythopirellula goksoeyrii	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Lacipirellulaceae;g_Bythopirellula;s_Bythopirellula goksoeyrii	0.156	313	29	320	357	5.263E-10	289	6.215E-01	9.129E+00
hydrolase_2090_AF3.cif	AF-A0A0Q7E9U5-F1-model_v4	1736443	Brevundimonas sp. Root1279	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;-_unclassified Brevundimonas;s_Brevundimonas sp. Root1279	0.146	328	6	318	359	9.799E-10	289	6.307E-01	7.473E+00
hydrolase_2090_AF3.cif	AF-A0A2E3Z7P4-F1-model_v4	2026779	Planctomycetaceae bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;-_unclassified Planctomycetaceae;s_Planctomycetaceae bacterium	0.161	321	36	339	363	1.824E-09	289	6.601E-01	9.856E+00
hydrolase_2090_AF3.cif	AF-M5U6U6-F1-model_v4	1263870	Rhodopirellula sallentina SM41	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_Rhodopirellula;s_Rhodopirellula sallentina;-_Rhodopirellula sallentina SM41	0.179	296	77	351	364	2.561E-09	289	6.435E-01	4.587E+00
hydrolase_2090_AF3.cif	AF-A0A3E1NEN5-F1-model_v4	2291815	Deminuibacter soli	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Deminuibacter;s_Deminuibacter soli	0.128	366	2	350	375	2.710E-09	289	6.513E-01	9.089E+00
hydrolase_2090_AF3.cif	AF-A0A2V5ND89-F1-model_v4	2026799	Verrucomicrobia bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Verrucomicrobia;-_unclassified Verrucomicrobia;s_Verrucomicrobia bacterium	0.195	292	12	264	293	8.271E-10	288	6.020E-01	4.530E+00
hydrolase_2090_AF3.cif	AF-A0A832FMN5-F1-model_v4	2053591	Planctomycetales bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Planctomycetales;-_unclassified Planctomycetales;s_Planctomycetales bacterium	0.192	255	56	293	330	5.892E-10	288	5.635E-01	4.569E+00
hydrolase_2090_AF3.cif	AF-A0A543VA05-F1-model_v4	269709	Methylotuvimicrobium kenyense	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae;g_Methylotuvimicrobium;s_Methylotuvimicrobium kenyense	0.196	280	6	265	335	1.518E-10	288	5.734E-01	6.831E+00
hydrolase_2090_AF3.cif	AF-A0A1M7Z692-F1-model_v4	1073327	Algoriphagus zhangzhouensis	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Cytophagia;o_Cytophagales;f_Cyclobacteriaceae;g_Algoriphagus;s_Algoriphagus zhangzhouensis	0.173	248	113	342	353	1.562E-08	288	5.940E-01	3.713E+00
hydrolase_2090_AF3.cif	AF-A0A4R8HT06-F1-model_v4	2135620	Algoriphagus sp. ARW1R1	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Cytophagia;o_Cytophagales;f_Cyclobacteriaceae;g_Algoriphagus;-_unclassified Algoriphagus;s_Algoriphagus sp. ARW1R1	0.182	246	115	344	356	9.941E-09	288	5.870E-01	3.916E+00
hydrolase_2090_AF3.cif	AF-C6BZ67-F1-model_v4	526222	Maridesulfovibrio salexigens DSM 2638	-_cellular organisms;d_Bacteria;p_Proteobacteria;-_delta/epsilon subdivisions;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Maridesulfovibrio;s_Maridesulfovibrio salexigens;-_Maridesulfovibrio salexigens DSM 2638	0.166	276	6	272	315	4.768E-09	287	6.382E-01	5.400E+00
hydrolase_2090_AF3.cif	AF-A0A4V3AQJ0-F1-model_v4	2547398	Algoriphagus aquimaris	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Cytophagia;o_Cytophagales;f_Cyclobacteriaceae;g_Algoriphagus;s_Algoriphagus aquimaris	0.188	244	115	344	356	1.851E-08	287	5.933E-01	3.796E+00
hydrolase_2090_AF3.cif	AF-A0A5C5YTZ2-F1-model_v4	2528002	Posidoniimonas polymericola	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Lacipirellulaceae;g_Posidoniimonas;s_Posidoniimonas polymericola	0.172	295	58	327	370	1.824E-09	287	6.198E-01	7.399E+00
hydrolase_2090_AF3.cif	AF-A0A450V9H8-F1-model_v4	2126342	Candidatus Kentron sp. LFY	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;-_Gammaproteobacteria incertae sedis;g_Candidatus Kentron;-_unclassified Candidatus Kentron;s_Candidatus Kentron sp. LFY	0.176	277	1	264	307	1.724E-09	286	6.125E-01	5.916E+00
hydrolase_2090_AF3.cif	AF-A0A285IR81-F1-model_v4	1247613	Pseudooceanicola antarcticus	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Pseudooceanicola;s_Pseudooceanicola antarcticus	0.138	296	2	277	312	1.824E-09	286	6.328E-01	5.686E+00
hydrolase_2090_AF3.cif	AF-A0A1H4A5G0-F1-model_v4	152573	Alkalimonas amylolytica	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;-_Gammaproteobacteria incertae sedis;g_Alkalimonas;s_Alkalimonas amylolytica	0.141	333	4	317	353	5.649E-09	286	6.472E-01	7.155E+00
hydrolase_2090_AF3.cif	AF-A0A518IVL9-F1-model_v4	2527990	Rosistilla oblonga	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_Rosistilla;s_Rosistilla oblonga	0.175	291	106	374	410	1.161E-09	286	6.375E-01	4.897E+00
hydrolase_2090_AF3.cif	AF-A0A835X6S7-F1-model_v4	2026768	Nitrosopumilales archaeon	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota;o_Nitrosopumilales;-_unclassified Nitrosopumilales;s_Nitrosopumilales archaeon	0.293	160	4	147	148	1.067E-07	285	4.110E-01	2.910E+00
hydrolase_2090_AF3.cif	AF-A0A518JWZ2-F1-model_v4	2528017	Rosistilla carotiformis	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_Rosistilla;s_Rosistilla carotiformis	0.164	310	21	306	321	5.568E-10	285	6.169E-01	6.829E+00
hydrolase_2090_AF3.cif	AF-A0A2E3DGF3-F1-model_v4	2026779	Planctomycetaceae bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;-_unclassified Planctomycetaceae;s_Planctomycetaceae bacterium	0.148	329	1	308	326	2.867E-09	285	6.505E-01	1.397E+01
hydrolase_2090_AF3.cif	AF-A0A2V5XMQ7-F1-model_v4	2026799	Verrucomicrobia bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Verrucomicrobia;-_unclassified Verrucomicrobia;s_Verrucomicrobia bacterium	0.190	252	75	311	341	3.543E-10	285	5.360E-01	5.226E+00
hydrolase_2090_AF3.cif	AF-A0A519JI43-F1-model_v4	1871086	Brevundimonas sp.	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;-_unclassified Brevundimonas;s_Brevundimonas sp.	0.152	327	6	323	348	1.724E-09	285	6.410E-01	7.560E+00
hydrolase_2090_AF3.cif	AF-A0A2D8STL6-F1-model_v4	2026779	Planctomycetaceae bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;-_unclassified Planctomycetaceae;s_Planctomycetaceae bacterium	0.176	317	21	319	349	2.420E-09	285	6.390E-01	1.009E+01
hydrolase_2090_AF3.cif	AF-A0A075I1P8-F1-model_v4	1456370	uncultured marine thaumarchaeote SAT1000_09_C08	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota;-_environmental samples;s_uncultured marine thaumarchaeote SAT1000_09_C08	0.312	160	11	159	181	1.416E-07	284	4.435E-01	2.568E+00
hydrolase_2090_AF3.cif	AF-A0A2E5K7T8-F1-model_v4	2026779	Planctomycetaceae bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;-_unclassified Planctomycetaceae;s_Planctomycetaceae bacterium	0.138	333	5	314	326	2.561E-09	284	6.303E-01	1.151E+01
hydrolase_2090_AF3.cif	AF-Q21I07-F1-model_v4	203122	Saccharophagus degradans 2-40	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Cellvibrionaceae;g_Saccharophagus;s_Saccharophagus degradans;-_Saccharophagus degradans 2-40	0.150	319	2	306	331	7.082E-09	284	6.694E-01	5.605E+00
hydrolase_2090_AF3.cif	AF-A0A518K2U4-F1-model_v4	2528022	Botrimarina mediterranea	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Lacipirellulaceae;g_Botrimarina;s_Botrimarina mediterranea	0.167	334	3	315	331	2.162E-09	284	6.460E-01	1.493E+01
hydrolase_2090_AF3.cif	AF-A0A523MPZ4-F1-model_v4	1913989	Gammaproteobacteria bacterium	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;-_unclassified Gammaproteobacteria;s_Gammaproteobacteria bacterium	0.158	252	65	303	331	1.958E-08	284	6.138E-01	3.938E+00
hydrolase_2090_AF3.cif	AF-A0A1H5HSH9-F1-model_v4	53406	Pseudomonas anguilliseptica	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;-_Pseudomonas aeruginosa group;s_Pseudomonas anguilliseptica	0.168	290	3	275	332	9.799E-10	284	6.148E-01	7.080E+00
hydrolase_2090_AF3.cif	AF-A0A238D3W7-F1-model_v4	364030	Thiomonas delicata	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;-_Burkholderiales genera incertae sedis;g_Thiomonas;s_Thiomonas delicata	0.182	280	1	266	346	3.749E-10	284	5.813E-01	6.793E+00
hydrolase_2090_AF3.cif	AF-A0A6M1M8R1-F1-model_v4	2709665	Methylobacterium sp. DB0501	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Methylobacteriaceae;g_Methylobacterium;-_unclassified Methylobacterium;s_Methylobacterium sp. DB0501	0.142	343	25	351	378	3.397E-09	284	6.451E-01	7.004E+00
hydrolase_2090_AF3.cif	AF-U1A8J4-F1-model_v4	1388764	Pseudogulbenkiania ferrooxidans EGD-HP2	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Chromobacteriaceae;g_Pseudogulbenkiania;s_Pseudogulbenkiania ferrooxidans;-_Pseudogulbenkiania ferrooxidans EGD-HP2	0.154	213	7	209	272	1.246E-08	283	5.504E-01	4.647E+00
hydrolase_2090_AF3.cif	AF-A0A6S5K165-F1-model_v4	550	Enterobacter cloacae	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;-_Enterobacter cloacae complex;s_Enterobacter cloacae	0.163	287	3	262	322	5.045E-09	283	6.302E-01	4.685E+00
hydrolase_2090_AF3.cif	AF-A0A371WDN4-F1-model_v4	2293567	Methylovirgula sp. 4M-Z18	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Beijerinckiaceae;g_Methylovirgula;-_unclassified Methylovirgula;s_Methylovirgula sp. 4M-Z18	0.188	307	6	284	336	1.903E-10	283	5.794E-01	7.452E+00
hydrolase_2090_AF3.cif	AF-A0A3E0NBY3-F1-model_v4	2026780	Planctomycetota bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;s_Planctomycetota bacterium	0.175	320	37	335	372	1.178E-08	283	6.714E-01	1.346E+01
hydrolase_2090_AF3.cif	AF-A0A519SWF3-F1-model_v4	239	Flavobacterium sp.	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;-_unclassified Flavobacterium;s_Flavobacterium sp.	0.174	264	8	243	301	1.562E-08	282	6.309E-01	3.914E+00
hydrolase_2090_AF3.cif	AF-A0A355AHQ5-F1-model_v4	2026779	Planctomycetaceae bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;-_unclassified Planctomycetaceae;s_Planctomycetaceae bacterium	0.179	329	10	317	349	4.700E-10	282	5.903E-01	1.453E+01
hydrolase_2090_AF3.cif	AF-A0A2E8KN34-F1-model_v4	2026779	Planctomycetaceae bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;-_unclassified Planctomycetaceae;s_Planctomycetaceae bacterium	0.167	328	17	324	350	2.162E-09	282	6.287E-01	1.579E+01
hydrolase_2090_AF3.cif	AF-A0A7S0Q2I3-F1-model_v4	221442	Coccolithus braarudii	-_cellular organisms;d_Eukaryota;-_Haptista;p_Haptophyta;-_Prymnesiophyceae;o_Coccolithales;f_Coccolithaceae;g_Coccolithus;s_Coccolithus braarudii	0.195	235	128	346	353	8.878E-09	282	5.719E-01	4.523E+00
hydrolase_2090_AF3.cif	AF-A0A7W6JE27-F1-model_v4	424796	Brevundimonas lenta	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Brevundimonas lenta	0.158	310	6	302	356	2.710E-09	282	6.303E-01	7.856E+00
hydrolase_2090_AF3.cif	AF-A0A2D5H483-F1-model_v4	2024833	Gimesia sp.	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;g_Gimesia;-_unclassified Gimesia;s_Gimesia sp.	0.187	229	167	378	420	2.193E-08	282	5.926E-01	3.554E+00
hydrolase_2090_AF3.cif	AF-A0A7X7IP77-F1-model_v4	2699754	Pirellulaceae bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;-_unclassified Pirellulaceae;s_Pirellulaceae bacterium	0.186	327	6	301	326	2.524E-10	281	5.695E-01	1.493E+01
hydrolase_2090_AF3.cif	AF-B0BYR5-F1-model_v4	329726	Acaryochloris marina MBIC11017	-_cellular organisms;d_Bacteria;-_Terrabacteria group;-_Cyanobacteria/Melainabacteria group;p_Cyanobacteria;o_Synechococcales;f_Acaryochloridaceae;g_Acaryochloris;s_Acaryochloris marina;-_Acaryochloris marina MBIC11017	0.192	218	67	275	331	2.909E-08	281	5.595E-01	3.586E+00
hydrolase_2090_AF3.cif	AF-A0A368KY96-F1-model_v4	1031537	Bremerella cremea	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_Bremerella;s_Bremerella cremea	0.164	291	57	324	335	2.043E-09	281	6.185E-01	6.589E+00
hydrolase_2090_AF3.cif	AF-A0A3C1V2W6-F1-model_v4	2026779	Planctomycetaceae bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;-_unclassified Planctomycetaceae;s_Planctomycetaceae bacterium	0.181	330	10	317	349	3.349E-10	281	5.805E-01	1.509E+01
hydrolase_2090_AF3.cif	AF-C7QHH5-F1-model_v4	479433	Catenulispora acidiphila DSM 44928	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Catenulisporales;f_Catenulisporaceae;g_Catenulispora;s_Catenulispora acidiphila;-_Catenulispora acidiphila DSM 44928	0.140	376	10	360	381	2.420E-09	281	6.300E-01	6.441E+00
hydrolase_2090_AF3.cif	AF-A0A5B9MFP4-F1-model_v4	2795974	Stieleria maiorica	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_Stieleria;s_Stieleria maiorica	0.185	307	97	373	383	3.595E-09	281	6.292E-01	6.167E+00
hydrolase_2090_AF3.cif	AF-A0A1X7BMX6-F1-model_v4	475083	Roseovarius aestuarii	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Roseobacteraceae;g_Roseovarius;s_Roseovarius aestuarii	0.202	237	161	379	418	2.455E-08	281	5.898E-01	3.504E+00
hydrolase_2090_AF3.cif	AF-A0A352A068-F1-model_v4	1898104	Bacteroidetes bacterium	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;-_unclassified Bacteroidetes;s_Bacteroidetes bacterium	0.143	417	3	409	436	2.162E-09	281	6.470E-01	1.431E+01
hydrolase_2090_AF3.cif	AF-A0A5F0JSR6-F1-model_v4	1217049	Enterobacter sp. A11	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;-_unclassified Enterobacter;s_Enterobacter sp. A11	0.146	267	3	253	322	3.210E-09	280	5.882E-01	5.800E+00
hydrolase_2090_AF3.cif	AF-A0A7L6CJY1-F1-model_v4	2742676	Enterobacter sp. RHBSTW-00994	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;-_unclassified Enterobacter;s_Enterobacter sp. RHBSTW-00994	0.174	270	3	253	322	4.025E-09	280	6.021E-01	5.576E+00
hydrolase_2090_AF3.cif	AF-A0A4Q2E3Q2-F1-model_v4	550	Enterobacter cloacae	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;-_Enterobacter cloacae complex;s_Enterobacter cloacae	0.145	275	3	253	322	2.867E-09	280	6.049E-01	4.314E+00
hydrolase_2090_AF3.cif	AF-A0A4P6MCQ5-F1-model_v4	2017482	Thalassococcus sp. S3	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Roseobacteraceae;g_Thalassococcus;-_unclassified Thalassococcus;s_Thalassococcus sp. S3	0.158	278	2	262	323	1.228E-09	280	5.886E-01	7.404E+00
hydrolase_2090_AF3.cif	AF-A0A520R2F8-F1-model_v4	2026777	Phycisphaeraceae bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Phycisphaerae;o_Phycisphaerales;f_Phycisphaeraceae;-_unclassified Phycisphaeraceae;s_Phycisphaeraceae bacterium	0.174	327	3	307	339	3.967E-10	280	5.788E-01	1.435E+01
hydrolase_2090_AF3.cif	AF-A0A136N0M7-F1-model_v4	1617420	Bacteroidetes bacterium OLB9	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidota;-_unclassified Bacteroidetes;s_Bacteroidetes bacterium OLB9	0.147	306	4	277	281	1.724E-09	279	5.970E-01	5.871E+00
hydrolase_2090_AF3.cif	AF-A0A1E4GT15-F1-model_v4	1660129	Phenylobacterium sp. SCN 70-31	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Phenylobacterium;-_unclassified Phenylobacterium;s_Phenylobacterium sp. SCN 70-31	0.173	242	86	311	339	2.072E-08	279	5.824E-01	3.952E+00
hydrolase_2090_AF3.cif	AF-A0A552GYA5-F1-model_v4	2486246	Microcystis aeruginosa Ma_QC_C_20070823_S13	-_cellular organisms;d_Bacteria;-_Terrabacteria group;-_Cyanobacteria/Melainabacteria group;p_Cyanobacteria;-_Oscillatoriophycideae;o_Chroococcales;f_Microcystaceae;g_Microcystis;s_Microcystis aeruginosa;-_Microcystis aeruginosa Ma_QC_C_20070823_S13	0.161	248	85	321	349	2.749E-08	279	6.015E-01	3.750E+00
hydrolase_2090_AF3.cif	AF-A0A3E0LEG7-F1-model_v4	2060472	Microcystis aeruginosa TA09	-_cellular organisms;d_Bacteria;-_Terrabacteria group;-_Cyanobacteria/Melainabacteria group;p_Cyanobacteria;-_Oscillatoriophycideae;o_Chroococcales;f_Microcystaceae;g_Microcystis;s_Microcystis aeruginosa;-_Microcystis aeruginosa TA09	0.139	329	4	321	349	1.178E-08	279	6.679E-01	5.930E+00
hydrolase_2090_AF3.cif	AF-A0A7T9EP24-F1-model_v4	2026786	Rhodospirillales bacterium	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;-_unclassified Rhodospirillales;s_Rhodospirillales bacterium	0.128	334	5	328	350	4.025E-09	279	6.477E-01	8.583E+00
hydrolase_2090_AF3.cif	AF-A0A5C6C5U7-F1-model_v4	2528014	Planctomycetes bacterium Poly21	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;-_unclassified Planctomycetota;s_Planctomycetes bacterium Poly21	0.187	336	23	338	352	3.595E-09	279	6.246E-01	1.553E+01
hydrolase_2090_AF3.cif	AF-A0A163Y6P7-F1-model_v4	943830	Tardiphaga robiniae	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Nitrobacteraceae;g_Tardiphaga;s_Tardiphaga robiniae	0.158	277	5	263	354	2.162E-09	279	5.985E-01	6.188E+00
hydrolase_2090_AF3.cif	AF-A0A1Y5SGK7-F1-model_v4	1312363	Roseovarius litorisediminis	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Roseobacteraceae;g_Roseovarius;s_Roseovarius litorisediminis	0.210	238	166	384	423	2.598E-08	279	5.905E-01	3.549E+00
hydrolase_2090_AF3.cif	AF-A0A4R3H1T8-F1-model_v4	2512117	Caulobacter sp. BK020	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Caulobacter;-_unclassified Caulobacter;s_Caulobacter sp. BK020	0.162	277	1	253	332	6.981E-10	278	5.720E-01	6.524E+00
hydrolase_2090_AF3.cif	AF-A0A5J6MGX2-F1-model_v4	2602015	Hypericibacter terrae	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Hypericibacter;s_Hypericibacter terrae	0.151	337	1	318	342	4.768E-09	278	6.421E-01	7.908E+00
hydrolase_2090_AF3.cif	AF-A0A7Y5LW95-F1-model_v4	2517210	Candidatus Brocadiae bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Candidatus Brocadiia;-_unclassified Candidatus Brocadiae;s_Candidatus Brocadiae bacterium	0.187	229	31	232	269	8.878E-09	277	5.426E-01	4.109E+00
hydrolase_2090_AF3.cif	AF-A0A3C1SUU0-F1-model_v4	2053538	Candidatus Competibacteraceae bacterium	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;-_Gammaproteobacteria incertae sedis;f_Candidatus Competibacteraceae;-_unclassified Candidatus Competibacteraceae;s_Candidatus Competibacteraceae bacterium	0.151	218	65	270	326	5.045E-09	277	5.435E-01	4.659E+00
hydrolase_2090_AF3.cif	AF-A0A3D4S1H7-F1-model_v4	2049432	Chromatiaceae bacterium	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;-_unclassified Chromatiaceae;s_Chromatiaceae bacterium	0.152	314	4	301	327	1.395E-08	277	6.582E-01	5.412E+00
hydrolase_2090_AF3.cif	AF-A0A534TCP2-F1-model_v4	2026735	Deltaproteobacteria bacterium	-_cellular organisms;d_Bacteria;p_Proteobacteria;-_delta/epsilon subdivisions;c_Deltaproteobacteria;-_unclassified Deltaproteobacteria;s_Deltaproteobacteria bacterium	0.161	298	41	313	343	1.319E-08	277	6.519E-01	6.423E+00
hydrolase_2090_AF3.cif	AF-A0A552LN88-F1-model_v4	2486241	Microcystis wesenbergii Mw_MB_S_20031200_S109D	-_cellular organisms;d_Bacteria;-_Terrabacteria group;-_Cyanobacteria/Melainabacteria group;p_Cyanobacteria;-_Oscillatoriophycideae;o_Chroococcales;f_Microcystaceae;g_Microcystis;s_Microcystis wesenbergii;-_Microcystis wesenbergii Mw_MB_S_20031200_S109D	0.153	248	85	321	349	9.530E-08	277	6.165E-01	3.436E+00
hydrolase_2090_AF3.cif	AF-A0A518G0K1-F1-model_v4	2527968	Aureliella helgolandensis	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_Aureliella;s_Aureliella helgolandensis	0.181	336	51	362	369	3.210E-09	277	6.351E-01	1.467E+01
hydrolase_2090_AF3.cif	AF-A0A2V5TJ71-F1-model_v4	2026799	Verrucomicrobia bacterium	-_cellular organisms;d_Bacteria;-_PVC group;p_Verrucomicrobia;-_unclassified Verrucomicrobia;s_Verrucomicrobia bacterium	0.164	273	60	315	332	3.034E-09	276	5.653E-01	5.856E+00
hydrolase_2090_AF3.cif	AF-A0A507WGG6-F1-model_v4	2591038	Moraxellaceae bacterium AER2_44_116	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;-_unclassified Moraxellaceae;s_Moraxellaceae bacterium AER2_44_116	0.146	321	1	313	339	7.082E-09	276	6.573E-01	5.599E+00
hydrolase_2090_AF3.cif	AF-A0A5C5YE44-F1-model_v4	2527987	Rhodopirellula solitaria	-_cellular organisms;d_Bacteria;-_PVC group;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_Rhodopirellula;s_Rhodopirellula solitaria	0.173	294	58	331	343	3.595E-09	276	6.189E-01	6.535E+00
