id,gtdb_id,db_proka_id,uniprot_id,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,ncbi_phylum,ncbi_class,ncbi_order,ncbi_family,ncbi_genus,ncbi_species,tstart,tend,evalue,bits
WP_049970329.1@GCF_000710615.1,NZ_JDTH01000002.1_261,WP_049970329.1@GCF_000710615.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius,,,,,,,16,287,5.664e-36,150
A0A8J7ZMN7,,,A0A8J7ZMN7,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Halorubellaceae,Halorubellus,Halorubellus sp. JP-L1,40,280,2.127e-35,149
NZ_CP101458.1_1831,NZ_CP101458.1_1831,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobiforma,Natronobiforma sp024362525,,,,,,,21,293,1.053e-35,149
WP_250139651.1@GCF_023566055.1,NZ_JALIQP010000002.1_29,WP_250139651.1@GCF_023566055.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,JALIQP01,JALIQP01 sp023566055,,,,,,,16,280,1.053e-35,149
WP_135826158.1@GCF_004765785.1,NZ_SBIT01000009.1_131,WP_135826158.1@GCF_004765785.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus ruber,,,,,,,57,291,1.957e-35,149
L0IC65,NC_019964.1_1707,WP_015300974.1@GCF_000328525.1,L0IC65,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax ruber,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovivax,Halovivax ruber,13,277,1.436e-35,149
NZ_JAJCVI010000003.1_361,NZ_JAJCVI010000003.1_361,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halorubellus,Halorubellus salinus,,,,,,,26,260,1.957e-35,149
NZ_JAAOIR010000004.1_201,NZ_JAAOIR010000004.1_201,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halorubellus,Halorubellus sp011440375,,,,,,,52,292,1.957e-35,149
A0A1G8V2I7,NZ_FNFE01000001.1_936,WP_090303589.1@GCF_900100335.1,A0A1G8V2I7,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,17,288,1.957e-35,149
A0A9E7STM1,NZ_CP100355.1_2579,WP_254156681.1@GCF_024204665.1,A0A9E7STM1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11,Tc-Br11 sp024204665,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronosalvus,Natronosalvus rutilus,58,281,6.761e-35,147
A0A6B0T947,NZ_WUUT01000004.1_56,WP_159764234.1@GCF_009831575.1,A0A6B0T947,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus carboxidivorans,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus carboxidivorans,69,316,6.761e-35,147
WP_083893876.1@GCF_000337515.1,NZ_AOIQ01000024.1_31,WP_083893876.1@GCF_000337515.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax asiaticus,,,,,,,13,277,1.7130000000000001e-34,146
NZ_ML974127.1_1407,NZ_ML974127.1_1407,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus salinus,,,,,,,49,285,1.256e-34,146
A0A1N6YR21,NZ_FTNO01000001.1_1649,WP_076429590.1@GCF_900156425.1,A0A1N6YR21,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus litoreus,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus litoreus,16,287,1.7130000000000001e-34,146
A0A2R6GJ55,PXRE01000008.1_82,PSP79695.1@GCA_003021085.1,A0A2R6GJ55,Archaea,Halobacteriota,Halobacteria,Halobacteriales,PXRE01,PXRE01,PXRE01 sp003021085,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_1_68_20,41,275,8.055e-34,144
M0B9C6,,,M0B9C6,Archaea,,,,,,,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovivax,Halovivax asiaticus,34,256,2.215e-33,143
WP_252698912.1@GCF_023973145.1,NZ_CP099546.1_2862,WP_252698912.1@GCF_023973145.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11,Tc-Br11 sp023973145,,,,,,,58,281,1.0979999999999999e-33,143
WP_255169792.1@GCF_024362525.1,NZ_CP101458.1_475,WP_255169792.1@GCF_024362525.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobiforma,Natronobiforma sp024362525,,,,,,,5,277,3.299e-32,139
A0A847UIV1,,,A0A847UIV1,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula argentinensis,18,264,5.783e-31,136
NZ_BMPD01000001.1_190,NZ_BMPD01000001.1_190,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sebkhae,,,,,,,15,290,2.87e-31,136
PXSA01000026.1_2,PXSA01000026.1_2,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella sp003023565,,,,,,,3,263,3.908e-31,136
A0A482TKS1,,,A0A482TKS1,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica,5,280,5.783e-31,136
A0A2R6KDZ0,,,A0A2R6KDZ0,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_9_68_17,7,267,4.246e-31,136
A0A498KX20,NZ_RDFA01000002.1_230,WP_129068132.1@GCF_004118325.1,A0A498KX20,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis pallida,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis pallida,17,298,7.248e-31,135
NC_015948.1_2374,NC_015948.1_2374,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica,,,,,,,15,290,7.248e-31,135
A0A166S7I3,NZ_LWHG01000028.1_533,WP_066146455.1@GCF_001625445.1,A0A166S7I3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp001625445,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp. R4,18,289,9.869000000000001e-31,135
A0A5J5LPB7,,,A0A5J5LPB7,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica,5,280,7.875000000000001e-31,135
WP_225307709.1@GCF_008729015.1,NZ_RKSM01000001.1_109,WP_225307709.1@GCF_008729015.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp008729015,,,,,,,15,290,9.869000000000001e-31,135
E7QUV3,NZ_AQXI01000001.1_884,WP_007980431.1@GCF_000376445.1,E7QUV3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus paucihalophilus,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus paucihalophilus,15,286,1.3440000000000001e-30,134
WP_231183056.1@GCF_021083305.1,NZ_JAJFAY010000001.1_503,WP_231183056.1@GCF_021083305.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp021083305,,,,,,,15,286,1.3440000000000001e-30,134
A0A9Q4GGG8,,,A0A9Q4GGG8,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halorutilales,Halorutilaceae,Halorutilus,Halorutilus salinus,81,311,2.707e-30,134
NZ_AOLW01000046.1_30,NZ_AOLW01000046.1_30,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula amylolytica,,,,,,,15,290,1.3440000000000001e-30,134
AOLX01000025.1_214,AOLX01000025.1_214,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula argentinensis,,,,,,,15,290,1.83e-30,134
A0A830EFI2,,,A0A830EFI2,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sebkhae,15,261,1.9880000000000002e-30,134
G0HXH4,,,G0HXH4,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica,18,264,5.018e-30,133
A0A0B5GHC8,,,A0A0B5GHC8,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. CBA1115,18,264,5.018e-30,133
A0A2R6HHF1,PXRK01000024.1_21,PSP91338.1@GCA_003021015.1,A0A2R6HHF1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus sp003021015,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon QS_4_66_20,12,279,4.618e-30,133
A0A165LUI8,,,A0A165LUI8,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. K1,18,264,5.018e-30,133
A0A1D2QAF5,,,A0A1D2QAF5,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp. W1,15,286,1.266e-29,132
A0A1G7NPL8,NZ_JALJCL010000008.1_177,WP_139171122.1@GCF_023698535.1,A0A1G7NPL8,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis regularis,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis regularis,11,279,8.558000000000001e-30,132
A0A2R6N584,,,A0A2R6N584,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,,,Halobacteriales archaeon SW_8_66_22,12,279,6.831e-30,132
M0K7H4,,,M0K7H4,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula amylolytica,18,264,9.299000000000001e-30,132
WP_246982822.1@GCF_023028345.1,NZ_CP095487.1_2295,WP_246982822.1@GCF_023028345.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis marina,,,,,,,1,266,1.586e-29,131
WP_155119940.1@GCF_001280425.1,NZ_LIUF01000002.1_453,WP_155119940.1@GCF_001280425.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula rubripromontorii,,,,,,,15,290,2.159e-29,131
A0A9C7Q647,,,A0A9C7Q647,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp. T7,36,268,4.3449999999999997e-29,130
A0A847TIE2,,,A0A847TIE2,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula rubripromontorii,15,290,5.913e-29,130
A0A830FVE2,,,A0A830FVE2,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula argentinensis,18,264,5.913e-29,130
NZ_CP019154.1_2373,NZ_CP019154.1_2373,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula taiwanensis,,,,,,,15,290,5.442e-29,130
A0A5N1L6D8,,,A0A5N1L6D8,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. CBA1130,32,264,1.49e-28,128
A0A5J5LDV1,,,A0A5J5LDV1,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. CBA1129,32,264,1.49e-28,128
A0A3R7G447,,,A0A3R7G447,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. Atlit-120R,32,264,2.759e-28,128
A0A3R7FRG0,,,A0A3R7FRG0,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. Atlit-47R,32,264,2.759e-28,128
A0A2H5A2J4,,,A0A2H5A2J4,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula taiwanensis,32,264,2.759e-28,128
A0A0N0BPM7,,,A0A0N0BPM7,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula rubripromontorii,32,264,2.759e-28,128
NZ_BCNB01000006.1_1380,NZ_BCNB01000006.1_1380,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp001485575,,,,,,,15,290,4.7000000000000005e-28,127
WP_158057523.1@GCF_008831545.1,NZ_CP044523.1_2277,WP_158057523.1@GCF_008831545.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus halophilus,,,,,,,53,296,3.4550000000000003e-28,127
A0A498GIW2,,,A0A498GIW2,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. Atlit-7R,32,264,1.286e-27,126
A0A6A7LJP9,,,A0A6A7LJP9,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,Nitrososphaeraceae archaeon,76,318,2.379e-27,125
WHTU01000040.1_32,WHTU01000040.1_32,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TH5896,TH5896 sp009377575,,,,,,,100,342,2.189e-27,125
A0A1Q1FMJ7,,,A0A1Q1FMJ7,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis sp. IM1011,20,251,2.7820000000000005e-26,122
WP_077207559.1@GCF_001989615.1,NZ_CP019067.1_3156,WP_077207559.1@GCF_001989615.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis sp001989615,,,,,,,48,279,2.5600000000000002e-26,122
A0A1H8N4I1,NZ_FOCX01000010.1_13,WP_092660246.1@GCF_900110215.1,A0A1H8N4I1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis persica,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis persicus,11,279,6.433e-26,121
A0A838TZW7,,,A0A838TZW7,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,34,300,6.989e-26,121
JAATVP010000001.1_1@GCA_014523625.1,JAATVP010000001.1_1,JAATVP010000001.1_1@GCA_014523625.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TH5896,TH5896 sp014523625,,,,,,,102,344,4.732e-26,121
A0A495R8U6,,,A0A495R8U6,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula quadrata,58,290,5.1420000000000007e-26,121
JAATVS010000148.1_17@GCA_014523695.1,JAATVS010000148.1_17,JAATVS010000148.1_17@GCA_014523695.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TH5896,TH5896 sp014523695,,,,,,,61,297,3.4810000000000004e-26,121
A0A3N5VVJ6,,,A0A3N5VVJ6,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,Nitrosopumilales archaeon,29,252,3.7820000000000005e-26,121
LKNH01000051.1_10@GCA_001564135.1,LKNH01000051.1_10,LKNH01000051.1_10@GCA_001564135.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus sp001564135,,,,,,,70,294,6.433e-26,121
A0A498L3X7,NZ_RDFA01000001.1_291,WP_129067199.1@GCF_004118325.1,A0A498L3X7,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis pallida,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis pallida,11,278,2.9840000000000003e-25,119
A0A8J8C4B2,NZ_WRXM01000002.1_436,WP_162317991.1@GCF_010119205.1,A0A8J8C4B2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula limicola,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula limicola,63,320,5.51e-25,118
JAATVR010000490.1_11@GCA_014523665.1,JAATVR010000490.1_11,JAATVR010000490.1_11@GCA_014523665.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TH5896,TH5896 sp014523665,,,,,,,69,311,1.382e-24,117
MBN2082604.1@GCA_016932385.1,JAFGCY010000084.1_24,MBN2082604.1@GCA_016932385.1,,Bacteria,4484-113,4484-113,4484-113,JAFGCY01,JAFGCY01,JAFGCY01 sp016932385,,,,,,,340,578,6.391e-24,115
A0A6A7LH89,WHTU01000034.1_34,MPZ07116.1@GCA_009377575.1,A0A6A7LH89,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TH5896,TH5896 sp009377575,Nitrososphaerota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,Nitrososphaeraceae archaeon,64,300,4.706e-24,115
NZ_SOSC01000001.1_299,NZ_SOSC01000001.1_299,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis salina,,,,,,,4,272,3.465e-24,115
JAATVK010000265.1_3@GCA_014523485.1,JAATVK010000265.1_3,JAATVK010000265.1_3@GCA_014523485.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TH1177,TH1177 sp014523485,,,,,,,35,269,2.174e-23,113
A0A654M5S1,NZ_CP012850.1_278,,A0A654M5S1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Nitrosocosmicus oleophilus,Nitrososphaerota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Candidatus Nitrosocosmicus oleophilus,39,305,2.951e-23,113
WP_136716585.1@GCF_005049285.1,NZ_SOSC01000003.1_140,WP_136716585.1@GCF_005049285.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis salina,,,,,,,68,272,5.44e-23,112
WP_148685693.1@GCF_001870125.1,NZ_CP017922.1_615,WP_148685693.1@GCF_001870125.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Nitrosocosmicus hydrocola,,,,,,,36,299,1.0019999999999999e-22,111
A0A961AEL5,CP060262.1_2224,UNM07427.1@GCA_022646745.1,A0A961AEL5,Bacteria,4484-113,4484-113,4484-113,JAFGCY01,JAHEFU01,JAHEFU01 sp022646745,,,,,,bacterium,42,305,1.8459999999999998e-22,110
A0A842Q411,,,A0A842Q411,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,Nitrososphaeraceae archaeon,32,268,6.802999999999999e-22,109
A0A9Q4L4D4,,,A0A9Q4L4D4,Archaea,,,,,,,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema salsiterrestre,232,418,5.0139999999999995e-22,109
NZ_CP084469.1_3577,NZ_CP084469.1_3577,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema salinisoli,,,,,,,232,418,3.401e-22,109
A0A960Z4Y2,,,A0A960Z4Y2,Bacteria,,,,,,,,,,,,bacterium,81,305,1.252e-21,108
WP_220579815.1@GCF_019599505.1,NZ_RKLT01000002.1_637,WP_220579815.1@GCF_019599505.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula nitratireducens,,,,,,,63,320,1.563e-21,108
JAATVK010000203.1_6@GCA_014523485.1,JAATVK010000203.1_6,JAATVK010000203.1_6@GCA_014523485.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TH1177,TH1177 sp014523485,,,,,,,78,288,2.876e-21,107
WP_162477744.1@GCF_009898475.1,NZ_QURE01000100.1_5,WP_162477744.1@GCF_009898475.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosopolaris,Nitrosopolaris sp009898475,,,,,,,45,281,3.901e-21,106
JAHEFU010000095.1_2@GCA_024645305.1,JAHEFU010000095.1_2,JAHEFU010000095.1_2@GCA_024645305.1,,Bacteria,4484-113,4484-113,4484-113,JAFGCY01,JAHEFU01,JAHEFU01 sp024645305,,,,,,,30,269,5.29e-21,106
JAFAQB010000083.1_12,JAFAQB010000083.1_12,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,JAFAQB01,JAFAQB01 sp019246625,,,,,,,37,278,7.173e-21,106
JAJNBK010000116.1_1,JAJNBK010000116.1_1,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,JAJNBK01,JAJNBK01 sp021155845,,,,,,,69,309,1.501e-19,102
WP_235920789.1@GCF_009834785.1,NZ_WUYX01000030.1_95,WP_235920789.1@GCF_009834785.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum halalkaliphilum,,,,,,,4,162,5.055e-19,100
WP_210424182.1@GCF_004765785.1,NZ_SBIT01000010.1_266,WP_210424182.1@GCF_004765785.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus ruber,,,,,,,17,93,6.847e-19,100
JAATVS010000204.1_2@GCA_014523695.1,JAATVS010000204.1_2,JAATVS010000204.1_2@GCA_014523695.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TH5896,TH5896 sp014523695,,,,,,,112,301,5.055e-19,100
A0A8J8Q722,NZ_PHNJ01000001.1_372,WP_148856128.1@GCF_008122205.1,A0A8J8Q722,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,Natronococcus pandeyae,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,Natronococcus pandeyae,5,186,1.256e-18,99
JADDOW010000025.1_5@GCA_016782225.1,JADDOW010000025.1_5,JADDOW010000025.1_5@GCA_016782225.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Nitrosocosmicus sp016782225,,,,,,,106,302,9.272e-19,99
CP094974.1_1262@GCA_022869805.1,CP094974.1_1262,CP094974.1_1262@GCA_022869805.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,JALIQP01,JALIQP01 sp022869805,,,,,,,223,409,1.045e-17,96
JAATVT010000096.1_7@GCA_014523685.1,JAATVT010000096.1_7,JAATVT010000096.1_7@GCA_014523685.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,TH5893,TH5893 sp014523685,,,,,,,106,301,1.045e-17,96
A0A075IEY5,,,A0A075IEY5,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote SAT1000_39_F02,6,223,3.805e-17,94
NZ_CP100756.1_2758,NZ_CP100756.1_2758,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp024266705,,,,,,,233,419,1.171e-16,93
SYJQ01000011.1_8@GCA_005798405.1,SYJQ01000011.1_8,SYJQ01000011.1_8@GCA_005798405.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp005798405,,,,,,,41,222,8.663e-17,93
A0A388QLV9,BGOU01000010.1_32,GBL42191.1@GCA_003569705.1,A0A388QLV9,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp003569705,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp.,6,222,2.141e-16,92
NZ_JAJCVI010000003.1_22,NZ_JAJCVI010000003.1_22,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halorubellus,Halorubellus salinus,,,,,,,14,215,2.894e-16,92
WP_247006115.1@GCF_023028225.1,NZ_CP095482.1_1916,WP_247006115.1@GCF_023028225.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis litorea,,,,,,,36,227,2.894e-16,92
A0A838W7R1,JACDHC010000052.1_3,MBA3977596.1@GCA_013821245.1,A0A838W7R1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Nitrosocosmicus sp013821245,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,102,297,2.894e-16,92
JADDOQ010000026.1_22@GCA_016782315.1,JADDOQ010000026.1_22,JADDOQ010000026.1_22@GCA_016782315.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Nitrosocosmicus sp016782315,,,,,,,103,300,2.894e-16,92
A0A075GAR9,,,A0A075GAR9,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_08_B06,47,223,3.144e-16,92
A0A075GFP7,,,A0A075GFP7,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_153_B11,47,223,3.144e-16,92
A0A7D5REW5,NZ_CP030846.1_1190,WP_179367889.1@GCF_013407275.1,A0A7D5REW5,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis sp013407275,Nitrososphaerota,,,,Nitrosotenuis,Candidatus Nitrosotenuis sp. DW1,6,219,3.911e-16,91
A0A7K4NUK8,JACASW010000013.1_13,NWK06724.1@GCA_013390785.1,A0A7K4NUK8,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp013390785,Nitrososphaerota,,,,,Marine Group I thaumarchaeote,6,223,3.911e-16,91
JAKAJY010000012.1_2,JAKAJY010000012.1_2,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis sp021824845,,,,,,,8,234,5.286e-16,91
