query	target	evalue	bits	tstart	tend	taxlineage
pgaptmp_002090_1	CP060262.1_2224	1.846E-22	110	42	305	d_Bacteria;p_4484-113;c_4484-113;o_4484-113;f_JAFGCY01;g_JAHEFU01;s_JAHEFU01 sp022646745
pgaptmp_002090_1	NZ_CP084469.1_3577	3.401E-22	109	232	418	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Natrinema;s_Natrinema salinisoli
pgaptmp_002090_1	NZ_RKLT01000002.1_637	1.563E-21	108	63	320	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halomicroarcula;s_Halomicroarcula nitratireducens
pgaptmp_002090_1	JAATVK010000203.1_6	2.876E-21	107	78	288	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH1177;s_TH1177 sp014523485
pgaptmp_002090_1	NZ_QURE01000100.1_5	3.901E-21	106	45	281	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Nitrosopolaris;s_Nitrosopolaris sp009898475
pgaptmp_002090_1	JAHEFU010000095.1_2	5.290E-21	106	30	269	d_Bacteria;p_4484-113;c_4484-113;o_4484-113;f_JAFGCY01;g_JAHEFU01;s_JAHEFU01 sp024645305
pgaptmp_002090_1	JAFAQB010000083.1_12	7.173E-21	106	37	278	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_JAFAQB01;s_JAFAQB01 sp019246625
pgaptmp_002090_1	JAJNBK010000116.1_1	1.501E-19	102	69	309	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_JAJNBK01;s_JAJNBK01 sp021155845
pgaptmp_002090_1	NZ_WUYX01000030.1_95	5.055E-19	100	4	162	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Natronorubrum;s_Natronorubrum halalkaliphilum
pgaptmp_002090_1	JAATVS010000204.1_2	5.055E-19	100	112	301	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH5896;s_TH5896 sp014523695
pgaptmp_002090_1	NZ_SBIT01000010.1_266	6.847E-19	100	17	93	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus ruber
pgaptmp_002090_1	JADDOW010000025.1_5	9.272E-19	99	106	302	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Nitrosocosmicus;s_Nitrosocosmicus sp016782225
pgaptmp_002090_1	NZ_PHNJ01000001.1_372	1.256E-18	99	5	186	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Natronococcus;s_Natronococcus pandeyae
pgaptmp_002090_1	JAATVT010000096.1_7	1.045E-17	96	106	301	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH5893;s_TH5893 sp014523685
pgaptmp_002090_1	CP094974.1_1262	1.045E-17	96	223	409	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_JALIQP01;s_JALIQP01 sp022869805
pgaptmp_002090_1	SYJQ01000011.1_8	8.663E-17	93	41	222	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum sp005798405
pgaptmp_002090_1	NZ_CP100756.1_2758	1.171E-16	93	233	419	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Natrinema;s_Natrinema sp024266705
pgaptmp_002090_1	BGOU01000010.1_32	2.141E-16	92	6	222	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum sp003569705
pgaptmp_002090_1	NZ_JAJCVI010000003.1_22	2.894E-16	92	14	215	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Halorubellus;s_Halorubellus salinus
pgaptmp_002090_1	NZ_CP095482.1_1916	2.894E-16	92	36	227	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis litorea
pgaptmp_002090_1	JACDHC010000052.1_3	2.894E-16	92	102	297	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Nitrosocosmicus;s_Nitrosocosmicus sp013821245
pgaptmp_002090_1	JADDOQ010000026.1_22	2.894E-16	92	103	300	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Nitrosocosmicus;s_Nitrosocosmicus sp016782315
pgaptmp_002090_1	NZ_CP030846.1_1190	3.911E-16	91	6	219	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosotenuis;s_Nitrosotenuis sp013407275
pgaptmp_002090_1	JACASW010000013.1_13	3.911E-16	91	6	223	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus sp013390785
pgaptmp_002090_1	JAKAJY010000012.1_2	5.286E-16	91	8	234	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosotenuis;s_Nitrosotenuis sp021824845
pgaptmp_002090_1	NSIR01000010.1_25	5.286E-16	91	4	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum sp002737445
pgaptmp_002090_1	JAANXC010000074.1_2	5.286E-16	91	12	227	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus sp018263495
pgaptmp_002090_1	RKRY01000155.1_12	7.143E-16	91	42	230	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp007571135
pgaptmp_002090_1	JAHFUX010000005.1_26	7.143E-16	91	41	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum sp023264875
pgaptmp_002090_1	QOOS01000008.1_60	7.143E-16	91	5	228	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp002690535
pgaptmp_002090_1	JACASX010000001.1_194	7.143E-16	91	12	223	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus sp013390745
pgaptmp_002090_1	NZ_RDFA01000002.1_67	9.651E-16	90	27	217	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis pallida
pgaptmp_002090_1	JAJRWR010000006.1_14	9.651E-16	90	5	218	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp024276695
pgaptmp_002090_1	CP046181.1_1955	9.651E-16	90	5	233	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp014075315
pgaptmp_002090_1	JAEMQG010000051.1_2	9.651E-16	90	6	224	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum sp022758935
pgaptmp_002090_1	NZ_CP007026.1_810	9.651E-16	90	7	225	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus brevis
pgaptmp_002090_1	NZ_KB913017.1_1888	9.651E-16	90	88	281	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Natronorubrum;s_Natronorubrum tibetense
pgaptmp_002090_1	NZ_CP017922.1_580	9.651E-16	90	87	288	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Nitrosocosmicus;s_Nitrosocosmicus hydrocola
pgaptmp_002090_1	JACEMX010000025.1_9	1.304E-15	90	6	222	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_JACEMX01;s_JACEMX01 sp013867335
pgaptmp_002090_1	JAIOOR010000024.1_57	1.761E-15	89	6	219	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum sp021414365
pgaptmp_002090_1	NZ_CP058335.1_3807	1.761E-15	89	86	274	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Natronomonas;s_Natronomonas salina
pgaptmp_002090_1	CAJWBY010000188.1_8	2.379E-15	89	5	216	d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales A;f_Alteromonadaceae;g_Colwellia A;s_Colwellia A sp913020705
pgaptmp_002090_1	NZ_MU078716.1_61	3.213E-15	89	38	230	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_PXYB01;s_PXYB01 sp014078545
pgaptmp_002090_1	CACDFH010000003.1_72	3.213E-15	89	7	224	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus sp902552015
pgaptmp_002090_1	JAATVT010000039.1_1	3.213E-15	89	42	269	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH5893;s_TH5893 sp014523685
pgaptmp_002090_1	JACRND010000156.1_2	4.338E-15	88	6	217	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum sp016234975
pgaptmp_002090_1	CACHDH010000007.1_5	4.338E-15	88	47	229	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus sp902578515
pgaptmp_002090_1	JACATG010000004.1_59	5.858E-15	88	40	218	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp013390905
pgaptmp_002090_1	CAJQSE010000004.1_9	5.858E-15	88	7	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp905612485
pgaptmp_002090_1	JAENJF010000050.1_2	5.858E-15	88	6	224	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosotenuis;s_Nitrosotenuis sp016844685
pgaptmp_002090_1	LUPB01000013.1_2	5.858E-15	88	7	225	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus sp001627235
pgaptmp_002090_1	JABHJJ010000155.1_2	5.858E-15	88	7	225	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus sp018691945
pgaptmp_002090_1	CACIXQ010000007.1_17	7.909E-15	87	41	223	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus sp902590655
pgaptmp_002090_1	SCUP01000321.1_12	7.909E-15	87	41	219	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum sp004297665
pgaptmp_002090_1	NZ_CP067007.1_590	7.909E-15	87	6	219	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum A;s_Nitrosarchaeum A sp018128925
pgaptmp_002090_1	JACNFR010000062.1_14	7.909E-15	87	5	223	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp014384555
pgaptmp_002090_1	DP000238.1_1280	1.068E-14	87	35	204	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Cenarchaeum;s_Cenarchaeum symbiosum
pgaptmp_002090_1	NZ_AFPU01000001.1_1089	1.068E-14	87	4	219	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum koreense
pgaptmp_002090_1	OMIR01000017.1_16	1.068E-14	87	56	244	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosotenuis;s_Nitrosotenuis sp900299125
pgaptmp_002090_1	NZ_FNYR01000003.1_29	1.068E-14	87	56	280	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloferacaceae;g_Halohasta;s_Halohasta litchfieldiae
pgaptmp_002090_1	NZ_CP011097.1_858	1.441E-14	87	28	217	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosotenuis;s_Nitrosotenuis cloacae
pgaptmp_002090_1	JAIOPB010000036.1_15	1.441E-14	87	41	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum sp021414105
pgaptmp_002090_1	ARWO01000032.1_136	1.441E-14	87	6	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus sp000402075
pgaptmp_002090_1	JACATA010000010.1_4	1.441E-14	87	47	229	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus sp000484935
pgaptmp_002090_1	QQVN01000003.1_729	1.945E-14	86	38	219	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_PXYB01;s_PXYB01 sp003352285
pgaptmp_002090_1	VHBK01000024.1_24	1.945E-14	86	7	220	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosotenuis;s_Nitrosotenuis sp016872015
pgaptmp_002090_1	JABFSW010000086.1_2	1.945E-14	86	6	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum sp013140415
pgaptmp_002090_1	JAGQHF010000113.1_2	1.945E-14	86	5	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum A;s_Nitrosarchaeum A sp020431985
pgaptmp_002090_1	JAHELB010000056.1_2	1.945E-14	86	6	222	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_JACEMX01;s_JACEMX01 sp024644385
pgaptmp_002090_1	JAHFUM010000012.1_40	2.624E-14	86	41	218	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum sp023265135
pgaptmp_002090_1	NZ_CP026993.1_744	3.541E-14	85	5	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus cobalaminigenes
pgaptmp_002090_1	LFLC01000043.1_14	3.541E-14	85	6	222	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp001543015
pgaptmp_002090_1	NZ_CBTY010000008.1_448	3.541E-14	85	53	241	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosotenuis;s_Nitrosotenuis uzonensis
pgaptmp_002090_1	NZ_JANHDJ010000005.1_256	3.541E-14	85	87	276	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloferacaceae;g_Halohasta;s_Halohasta litorea
pgaptmp_002090_1	NZ_CP019067.1_1415	4.777E-14	85	36	227	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis sp001989615
pgaptmp_002090_1	NZ_CP026995.1_1593	4.777E-14	85	40	220	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus ureiphilus
pgaptmp_002090_1	NVWC01000001.1_171	4.777E-14	85	6	222	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp002317795
pgaptmp_002090_1	NZ_AVSQ01000018.1_7	6.444E-14	85	7	219	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosotenuis;s_Nitrosotenuis chungbukensis
pgaptmp_002090_1	NZ_AEXL02000090.1_176	6.444E-14	85	3	233	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus salaria
pgaptmp_002090_1	JABDOO010000067.1_1	6.444E-14	85	5	233	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp013043295
pgaptmp_002090_1	CABXPS010000018.1_21	8.691E-14	84	7	218	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp902514095
pgaptmp_002090_1	NZ_CP035425.1_1785	8.691E-14	84	5	218	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp006740685
pgaptmp_002090_1	JAHELP010000009.1_11	8.691E-14	84	5	218	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp024644105
pgaptmp_002090_1	NC_018656.1_1168	8.691E-14	84	5	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sediminis
pgaptmp_002090_1	JOSY01000033.1_31	8.691E-14	84	5	218	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp000746765
pgaptmp_002090_1	JAAUVF010000069.1_4	1.172E-13	84	24	202	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum sp012030815
pgaptmp_002090_1	JACENB010000156.1_4	1.172E-13	84	5	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp013867245
pgaptmp_002090_1	JACZTB010000005.1_14	1.172E-13	84	5	235	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp022573895
pgaptmp_002090_1	REGK01000001.1_23	1.581E-13	83	5	218	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp003702545
pgaptmp_002090_1	NC_010085.1_1039	1.581E-13	83	5	218	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus maritimus
pgaptmp_002090_1	JAEFCZ010000037.1_38	1.581E-13	83	5	218	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp016125975
pgaptmp_002090_1	NZ_CP021324.1_650	1.581E-13	83	5	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus catalinensis
pgaptmp_002090_1	JAANXA010000013.1_78	1.581E-13	83	7	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp018263505
pgaptmp_002090_1	JACERO010000059.1_5	2.131E-13	83	40	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp013911135
pgaptmp_002090_1	JAGXTE010000058.1_180	2.131E-13	83	41	222	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum sp018334095
pgaptmp_002090_1	JAGQHE010000038.1_14	2.873E-13	83	5	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp020431995
pgaptmp_002090_1	CAJQMY010000047.1_14	2.873E-13	83	5	222	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp905479565
pgaptmp_002090_1	LFEZ01000001.1_8	2.873E-13	83	7	237	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus sp001510295
pgaptmp_002090_1	NZ_CP024808.1_386	2.873E-13	83	23	235	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosotenuis;s_Nitrosotenuis aquarius
pgaptmp_002090_1	NZ_FOCX01000003.1_337	3.872E-13	82	36	220	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis persica
pgaptmp_002090_1	JAHEXS010000012.1_2	3.872E-13	82	7	223	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosotenuis;s_Nitrosotenuis sp023252015
pgaptmp_002090_1	JABSRD010000008.1_95	3.872E-13	82	4	230	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp013215285
pgaptmp_002090_1	JABGTD010000004.1_37	3.872E-13	82	7	237	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus sp018647405
pgaptmp_002090_1	NC_018655.1_1140	5.219E-13	82	42	218	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus koreensis
pgaptmp_002090_1	JACNFV010000112.1_5	5.219E-13	82	7	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp014384445
pgaptmp_002090_1	NZ_CP026994.1_732	5.219E-13	82	5	233	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus oxyclinae
pgaptmp_002090_1	NZ_CP011070.1_976	5.219E-13	82	5	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus adriaticus
pgaptmp_002090_1	DTTB01000137.1_3	7.033E-13	81	41	223	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopelagicus;s_Nitrosopelagicus sp012964965
pgaptmp_002090_1	JABJDB010000060.1_3	7.033E-13	81	5	222	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp018668425
pgaptmp_002090_1	VHBH01000001.1_77	7.033E-13	81	23	235	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosotenuis;s_Nitrosotenuis sp016872055
pgaptmp_002090_1	NZ_AOII01000017.1_1	7.033E-13	81	68	269	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Natrinema;s_Natrinema pallidum
pgaptmp_002090_1	REGH01000011.1_25	9.476E-13	81	5	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp003702495
pgaptmp_002090_1	JABMOR010000028.1_17	9.476E-13	81	5	233	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp013203245
pgaptmp_002090_1	CAJQSS010000005.1_76	9.476E-13	81	7	221	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus sp905616385
pgaptmp_002090_1	JADNRU010000010.1_18	9.476E-13	81	9	227	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_CSP1-1;s_CSP1-1 sp016276965
pgaptmp_002090_1	JACZSC010000088.1_3	1.277E-12	81	43	219	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_DRGT01;s_DRGT01 sp022574415
